Altium Designer Pick and Place Locations
C:\Users\schwarz\AppData\Local\TempReleases\Snapshot\1\Assembly automotive\pnp-data\Pick Place for slave(automotive).csv

========================================================================================================================
File Design Information:

Date:       17-12-24
Time:       17:40
Revision:   Not in VersionControl
Variant:    automotive
Units used: mm

"Designator,""Comment"",""Layer"",""Footprint"",""Center-X(mm)"",""Center-Y(mm)"",""Rotation"",""Description"",""Height(mm)"""
"Z1304_2,""MMSZ4692T1G"",""TopLayer"",""ONSC-SOD-123-2-425-04_V"",""95.8649"",""38.0876"",""0"",""Zener Voltage Regulator, 500 mW, 2-Pin SOD-123, Pb-Free, Tape and Reel"",""1.3500"""
"Z1305_1,""MMSZ4692T1G"",""TopLayer"",""ONSC-SOD-123-2-425-04_V"",""151.7449"",""35.5476"",""0"",""Zener Voltage Regulator, 500 mW, 2-Pin SOD-123, Pb-Free, Tape and Reel"",""1.3500"""
"Z1305_2,""MMSZ4692T1G"",""TopLayer"",""ONSC-SOD-123-2-425-04_V"",""98.4049"",""35.5476"",""0"",""Zener Voltage Regulator, 500 mW, 2-Pin SOD-123, Pb-Free, Tape and Reel"",""1.3500"""
"Z1306_1,""MMSZ4692T1G"",""TopLayer"",""ONSC-SOD-123-2-425-04_V"",""123.8049"",""38.0876"",""0"",""Zener Voltage Regulator, 500 mW, 2-Pin SOD-123, Pb-Free, Tape and Reel"",""1.3500"""
"Z1306_2,""MMSZ4692T1G"",""TopLayer"",""ONSC-SOD-123-2-425-04_V"",""70.4649"",""38.0876"",""0"",""Zener Voltage Regulator, 500 mW, 2-Pin SOD-123, Pb-Free, Tape and Reel"",""1.3500"""
"Z1307_1,""MMSZ4692T1G"",""TopLayer"",""ONSC-SOD-123-2-425-04_V"",""126.3449"",""35.5476"",""0"",""Zener Voltage Regulator, 500 mW, 2-Pin SOD-123, Pb-Free, Tape and Reel"",""1.3500"""
"Z1307_2,""MMSZ4692T1G"",""TopLayer"",""ONSC-SOD-123-2-425-04_V"",""73.0049"",""35.5476"",""0"",""Zener Voltage Regulator, 500 mW, 2-Pin SOD-123, Pb-Free, Tape and Reel"",""1.3500"""
"Z1308_1,""MMSZ4692T1G"",""TopLayer"",""ONSC-SOD-123-2-425-04_V"",""128.8849"",""38.0876"",""0"",""Zener Voltage Regulator, 500 mW, 2-Pin SOD-123, Pb-Free, Tape and Reel"",""1.3500"""
"Z1308_2,""MMSZ4692T1G"",""TopLayer"",""ONSC-SOD-123-2-425-04_V"",""75.5449"",""38.0876"",""0"",""Zener Voltage Regulator, 500 mW, 2-Pin SOD-123, Pb-Free, Tape and Reel"",""1.3500"""
"Z1309_1,""MMSZ4692T1G"",""TopLayer"",""ONSC-SOD-123-2-425-04_V"",""131.4249"",""35.5476"",""0"",""Zener Voltage Regulator, 500 mW, 2-Pin SOD-123, Pb-Free, Tape and Reel"",""1.3500"""
"Z1309_2,""MMSZ4692T1G"",""TopLayer"",""ONSC-SOD-123-2-425-04_V"",""78.0849"",""35.5476"",""0"",""Zener Voltage Regulator, 500 mW, 2-Pin SOD-123, Pb-Free, Tape and Reel"",""1.3500"""
"Z1310_1,""MMSZ4692T1G"",""TopLayer"",""ONSC-SOD-123-2-425-04_V"",""133.9649"",""38.0876"",""0"",""Zener Voltage Regulator, 500 mW, 2-Pin SOD-123, Pb-Free, Tape and Reel"",""1.3500"""
"Z1310_2,""MMSZ4692T1G"",""TopLayer"",""ONSC-SOD-123-2-425-04_V"",""80.6249"",""38.0876"",""0"",""Zener Voltage Regulator, 500 mW, 2-Pin SOD-123, Pb-Free, Tape and Reel"",""1.3500"""
"Z1311_1,""MMSZ4692T1G"",""TopLayer"",""ONSC-SOD-123-2-425-04_V"",""136.5049"",""35.5476"",""0"",""Zener Voltage Regulator, 500 mW, 2-Pin SOD-123, Pb-Free, Tape and Reel"",""1.3500"""
"Z1311_2,""MMSZ4692T1G"",""TopLayer"",""ONSC-SOD-123-2-425-04_V"",""83.1649"",""35.5476"",""0"",""Zener Voltage Regulator, 500 mW, 2-Pin SOD-123, Pb-Free, Tape and Reel"",""1.3500"""
"Z1312_1,""MMSZ4692T1G"",""TopLayer"",""ONSC-SOD-123-2-425-04_V"",""108.5850"",""38.1000"",""0"",""Zener Voltage Regulator, 500 mW, 2-Pin SOD-123, Pb-Free, Tape and Reel"",""1.3500"""
"Z1312_2,""MMSZ4692T1G"",""TopLayer"",""ONSC-SOD-123-2-425-04_V"",""55.2450"",""38.1000"",""0"",""Zener Voltage Regulator, 500 mW, 2-Pin SOD-123, Pb-Free, Tape and Reel"",""1.3500"""
"Z1313_1,""MMSZ4692T1G"",""TopLayer"",""ONSC-SOD-123-2-425-04_V"",""111.1250"",""35.5600"",""0"",""Zener Voltage Regulator, 500 mW, 2-Pin SOD-123, Pb-Free, Tape and Reel"",""1.3500"""
"Z1313_2,""MMSZ4692T1G"",""TopLayer"",""ONSC-SOD-123-2-425-04_V"",""57.7850"",""35.5600"",""0"",""Zener Voltage Regulator, 500 mW, 2-Pin SOD-123, Pb-Free, Tape and Reel"",""1.3500"""
"Z1314_1,""MMSZ4692T1G"",""TopLayer"",""ONSC-SOD-123-2-425-04_V"",""113.6650"",""38.1000"",""0"",""Zener Voltage Regulator, 500 mW, 2-Pin SOD-123, Pb-Free, Tape and Reel"",""1.3500"""
"Z1314_2,""MMSZ4692T1G"",""TopLayer"",""ONSC-SOD-123-2-425-04_V"",""60.3250"",""38.1000"",""0"",""Zener Voltage Regulator, 500 mW, 2-Pin SOD-123, Pb-Free, Tape and Reel"",""1.3500"""
"Z1315_1,""MMSZ4692T1G"",""TopLayer"",""ONSC-SOD-123-2-425-04_V"",""116.2050"",""35.5600"",""0"",""Zener Voltage Regulator, 500 mW, 2-Pin SOD-123, Pb-Free, Tape and Reel"",""1.3500"""
"Z1315_2,""MMSZ4692T1G"",""TopLayer"",""ONSC-SOD-123-2-425-04_V"",""62.8650"",""35.5600"",""0"",""Zener Voltage Regulator, 500 mW, 2-Pin SOD-123, Pb-Free, Tape and Reel"",""1.3500"""
"Z1316_1,""MMSZ4692T1G"",""TopLayer"",""ONSC-SOD-123-2-425-04_V"",""118.7249"",""38.1000"",""0"",""Zener Voltage Regulator, 500 mW, 2-Pin SOD-123, Pb-Free, Tape and Reel"",""1.3500"""
"Z1316_2,""MMSZ4692T1G"",""TopLayer"",""ONSC-SOD-123-2-425-04_V"",""65.4050"",""38.1000"",""0"",""Zener Voltage Regulator, 500 mW, 2-Pin SOD-123, Pb-Free, Tape and Reel"",""1.3500"""
"Z1317_1,""MMSZ4692T1G"",""TopLayer"",""ONSC-SOD-123-2-425-04_V"",""121.2850"",""35.5600"",""0"",""Zener Voltage Regulator, 500 mW, 2-Pin SOD-123, Pb-Free, Tape and Reel"",""1.3500"""
"Z1317_2,""MMSZ4692T1G"",""TopLayer"",""ONSC-SOD-123-2-425-04_V"",""67.9450"",""35.5600"",""0"",""Zener Voltage Regulator, 500 mW, 2-Pin SOD-123, Pb-Free, Tape and Reel"",""1.3500"""
